SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS, EQ, 28-Nov-2023,182.5,188.9,190.5,175.15, 177.25,178.35,182.31,189605,345.67,2618, 132362, 69.81
21STCENMGM, EQ, 28-Nov-2023,22.5,22.95,22.95,22.8, 22.95,22.95,22.95,8154,1.87,51, 8065, 98.91
360ONE, EQ, 28-Nov-2023,543.1,543.1,547.4,539.5, 544.00,543.9,542.51,242257,1314.26,14884, 163540, 67.51
3IINFOLTD, EQ, 28-Nov-2023,47.1,47.45,47.5,44.6, 45.65,45.45,45.8,2147066,983.27,7336, 1329325, 61.91
3MINDIA, EQ, 28-Nov-2023,30325.2,30325.2,30898.0,30306.0, 30405.00,30424.0,30441.13,4700,1430.73,1006, 3757, 79.94
3PLAND, EQ, 28-Nov-2023,29.95,29.45,31.4,28.45, 28.45,28.7,29.85,105525,31.5,1132, 75383, 71.44
5PAISA, EQ, 28-Nov-2023,498.85,510.0,532.0,507.05, 521.90,519.05,518.98,821510,4263.47,45602, 198294, 24.14
63MOONS, EQ, 28-Nov-2023,425.3,421.0,446.55,404.05, 446.55,446.3,435.48,955226,4159.82,12492, 410697, 42.99
AAATECH, EQ, 28-Nov-2023,76.45,75.65,78.0,74.2, 75.30,74.9,75.52,141775,107.06,3373, 55730, 39.31
AAKASH, EQ, 28-Nov-2023,7.05,7.15,7.15,6.9, 6.95,7.0,7.0,305707,21.41,681, 234027, 76.55
AARON, EQ, 28-Nov-2023,258.2,262.0,267.0,260.9, 263.00,265.8,264.22,11057,29.21,742, 7430, 67.20
AARTIDRUGS, EQ, 28-Nov-2023,480.5,483.0,500.9,483.0, 494.10,494.95,493.23,437377,2157.27,19928, 123943, 28.34
AARTIIND, EQ, 28-Nov-2023,531.45,535.25,535.25,528.0, 530.05,530.05,530.94,721136,3828.8,21186, 345641, 47.93
AARTIPHARM, EQ, 28-Nov-2023,407.0,413.0,413.0,401.3, 406.40,406.15,406.16,195226,792.93,9618, 124528, 63.79
AARTISURF, EQ, 28-Nov-2023,619.65,630.0,630.0,614.0, 618.05,616.25,619.74,12209,75.66,1223, 8043, 65.88
AARVEEDEN, EQ, 28-Nov-2023,24.35,24.3,24.5,23.75, 24.25,24.1,24.1,32392,7.81,574, 12296, 37.96
AARVI, EQ, 28-Nov-2023,118.4,118.1,119.85,117.0, 118.75,118.25,118.39,31586,37.39,1370, 7897, 25.00
AAVAS, EQ, 28-Nov-2023,1485.55,1492.95,1492.95,1441.25, 1452.00,1446.3,1454.76,166400,2420.71,31627, 110276, 66.27
ABB, EQ, 28-Nov-2023,4262.35,4289.0,4289.0,4195.55, 4236.00,4255.25,4233.66,184551,7813.26,29876, 95099, 51.53
ABBOTINDIA, EQ, 28-Nov-2023,24045.85,24001.25,24066.7,23670.0, 23678.95,23697.75,23803.35,4778,1137.32,2172, 1942, 40.64
ABCAPITAL, EQ, 28-Nov-2023,168.7,169.3,170.85,167.85, 170.20,170.1,169.78,2400141,4074.9,24876, 1109870, 46.24
ABFRL, EQ, 28-Nov-2023,228.3,227.85,232.0,227.05, 228.95,228.35,229.74,2213682,5085.76,20811, 916053, 41.38
ABSLAMC, EQ, 28-Nov-2023,457.15,455.3,461.3,453.3, 456.00,456.65,456.74,75627,345.42,3211, 40945, 54.14
ABSLBANETF, EQ, 28-Nov-2023,44.16,45.5,45.5,44.03, 44.25,44.25,44.22,20978,9.28,506, 11462, 54.64
ABSLLIQUID, EQ, 28-Nov-2023,1000.01,1000.01,1000.01,999.99, 1000.01,1000.01,1000.0,844,8.44,14, 457, 54.15
ABSLNN50ET, EQ, 28-Nov-2023,48.1,48.48,48.75,48.02, 48.75,48.58,48.47,2766,1.34,156, 2620, 94.72
ACC, EQ, 28-Nov-2023,1820.5,1830.0,1891.5,1825.0, 1870.00,1869.0,1872.25,934618,17498.4,58546, 217593, 23.28
ACCELYA, EQ, 28-Nov-2023,1376.25,1379.95,1387.45,1376.0, 1384.80,1383.0,1381.8,11125,153.73,1652, 6631, 59.60
ACE, EQ, 28-Nov-2023,813.2,813.2,839.0,809.95, 818.00,815.5,824.01,402136,3313.65,20409, 239543, 59.57
ACEINTEG, EQ, 28-Nov-2023,32.3,32.95,34.9,32.5, 33.80,34.3,33.81,47353,16.01,1157, 16962, 35.82
ACI, EQ, 28-Nov-2023,559.75,562.0,568.4,549.1, 555.75,552.8,557.02,419931,2339.1,20066, 225270, 53.64
ACL, EQ, 28-Nov-2023,94.4,97.25,98.0,95.0, 96.00,95.7,95.99,30661,29.43,1711, 13632, 44.46
ADANIENSOL, EQ, 28-Nov-2023,729.1,748.0,874.9,746.0, 874.90,865.1,836.23,9792184,81884.75,219920, 2295413, 23.44
