SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE, EQ, 09-Oct-2024,976.55,979.95,1022.25,979.0,1009.0,1010.0,1005.62,1013927,10196.24,53449, 635943, 62.72
3IINFOLTD, EQ, 09-Oct-2024,30.12,30.3,30.9,30.29,30.48,30.43,30.56,645369,197.24,2780, 323386, 50.11
3MINDIA, EQ, 09-Oct-2024,33919.6,34010.0,35016.95,34010.0,34980.0,34926.5,34778.35,4483,1559.11,3019, 2076, 46.31
5PAISA, EQ, 09-Oct-2024,527.8,531.8,542.0,522.1,528.0,526.2,532.2,35097,186.79,2263, 14532, 41.41
63MOONS, EQ, 09-Oct-2024,382.6,385.45,402.5,384.05,392.0,391.25,394.87,493834,1949.98,10589, 210412, 42.61
AAATECH, EQ, 09-Oct-2024,122.87,126.0,133.5,123.22,132.3,131.45,130.41,110310,143.86,2344, 50034, 45.36
AADHARHFC, EQ, 09-Oct-2024,449.05,453.3,464.9,437.0,440.0,439.4,446.41,1299224,5799.83,41477, 585436, 45.06
AAKASH, EQ, 09-Oct-2024,11.45,11.45,12.02,11.45,12.02,12.02,12.0,279742,33.57,694, 189287, 67.66
AARON, EQ, 09-Oct-2024,254.35,254.35,264.85,254.35,257.5,258.3,260.58,8659,22.56,1068, 1886, 21.78
AARTECH, EQ, 09-Oct-2024,67.47,68.0,70.02,66.63,67.75,67.24,69.03,239696,165.45,2322, 175333, 73.15
AARTIDRUGS, EQ, 09-Oct-2024,516.1,518.65,522.7,509.0,510.0,510.55,514.28,149651,769.62,6274, 98022, 65.50
AARTIIND, EQ, 09-Oct-2024,537.85,542.0,543.7,529.3,529.9,530.1,533.85,1676338,8949.13,39756, 1078237, 64.32
AARTIPHARM, EQ, 09-Oct-2024,602.8,603.35,623.0,603.35,620.0,619.85,617.63,82426,509.08,8187, 45805, 55.57
AARVI, EQ, 09-Oct-2024,133.44,160.12,160.12,146.56,149.95,148.52,157.87,888852,1403.23,7320, 195588, 22.00
AAVAS, EQ, 09-Oct-2024,1741.8,1750.0,1796.7,1720.0,1723.3,1722.55,1743.82,194901,3398.72,19344, 85000, 43.61
ABAN, EQ, 09-Oct-2024,68.95,70.09,71.94,69.18,70.92,71.12,70.59,70267,49.6,1033, 44484, 63.31
ABB, EQ, 09-Oct-2024,8154.65,8152.75,8579.8,8080.8,8461.85,8458.05,8459.46,567692,48023.65,72934, 188236, 33.16
ABBOTINDIA, EQ, 09-Oct-2024,28551.25,28944.0,28944.0,28545.05,28740.0,28640.85,28698.49,7937,2277.8,4508, 3424, 43.14
ABCAPITAL, EQ, 09-Oct-2024,223.83,226.7,227.68,223.0,225.5,225.61,225.63,4605507,10391.3,39831, 1285983, 27.92
ABDL, EQ, 09-Oct-2024,327.25,328.0,331.45,324.25,326.0,327.0,328.12,265471,871.06,5168, 127700, 48.10
ABFRL, EQ, 09-Oct-2024,333.65,333.65,346.8,331.95,341.0,341.2,340.68,3739230,12738.92,32558, 1471561, 39.35
ABGSEC, EQ, 09-Oct-2024,102.66,102.87,103.49,102.87,103.15,103.15,103.15,1070,1.1,7, 1068, 99.81
ABSLAMC, EQ, 09-Oct-2024,683.65,690.05,710.35,687.0,703.0,704.85,704.25,190157,1339.19,17883, 102175, 53.73
ABSLBANETF, EQ, 09-Oct-2024,51.89,52.79,52.79,51.65,51.65,51.87,51.99,80145,41.67,653, 57359, 71.57
ABSLLIQUID, EQ, 09-Oct-2024,1000.01,1000.01,1000.01,999.99,1000.0,1000.0,1000.0,7465,74.65,25, 4942, 66.20
ABSLNN50ET, EQ, 09-Oct-2024,77.34,79.0,79.0,77.34,78.49,78.27,78.35,50242,39.37,572, 32986, 65.65
ABSLPSE, EQ, 09-Oct-2024,10.79,10.83,10.9,10.79,10.81,10.82,10.84,183731,19.91,1308, 145387, 79.13
ACC, EQ, 09-Oct-2024,2385.8,2391.0,2404.8,2334.0,2337.8,2339.8,2358.42,285800,6740.37,31944, 136404, 47.73
ACCELYA, EQ, 09-Oct-2024,1674.75,1690.0,1718.0,1688.2,1699.0,1698.8,1700.37,10693,181.82,1689, 5274, 49.32
ACE, EQ, 09-Oct-2024,1285.1,1304.0,1359.95,1299.05,1355.0,1355.45,1345.84,420930,5665.04,41860, 115339, 27.40
ACEINTEG, EQ, 09-Oct-2024,33.36,33.94,34.49,33.62,34.03,34.02,34.03,21478,7.31,663, 7857, 36.58
ACI, EQ, 09-Oct-2024,690.05,695.0,701.3,670.55,680.0,680.0,683.7,375180,2565.12,23247, 205518, 54.78
ACL, EQ, 09-Oct-2024,86.94,88.2,90.0,88.1,88.75,88.68,89.07,26544,23.64,855, 15431, 58.13
ACLGATI, EQ, 09-Oct-2024,106.8,106.83,109.0,106.12,107.0,106.52,107.64,454855,489.58,3662, 201547, 44.31
ADANIENSOL, EQ, 09-Oct-2024,1007.3,1015.8,1017.45,980.5,983.95,983.3,992.39,1752790,17394.58,89891, 764215, 43.60
ADANIENT, EQ, 09-Oct-2024,3160.7,3175.0,3179.95,3134.4,3152.4,3153.75,3155.44,897335,28314.88,60904, 325893, 36.32
ADANIGREEN, EQ, 09-Oct-2024,1813.85,1827.0,1833.95,1779.45,1792.0,1784.45,1804.9,542956,9799.81,36121, 240618, 44.32
